Order Date,Product Name,Sales,Quantity,State
22/08/2024,Suero de leche,1968.0,984,Nueva York
12/10/2024,Dulce de leche,2574.0,858,Nueva York
07/05/2024,Mantequilla clarificada (ghee),3220.0,560,Texas
03/12/2024,Suero de leche,870.0,435,Florida
09/10/2024,Queso cheddar añejo,1910.0,382,Massachusetts
08/03/2024,Leche condensada,2285.0,914,Massachusetts
20/04/2024,Queso azul roquefort,4906.25,785,California
04/06/2024,Helado,1746.75,411,Florida
30/01/2024,Leche evaporada,1202.9,523,Nueva York
07/08/2024,Helado,595.5,397,California
03/08/2024,Leche descremada,1093.65,951,Nueva York
02/07/2024,Kumis,1415.0,566,Nueva York
26/10/2024,Mantequilla con sal,1112.0,278,Massachusetts
27/06/2024,Mantequilla con sal,3828.0,957,Florida
12/01/2024,Queso mozzarella,2355.0,628,Massachusetts
27/11/2024,Yogur griego,1302.0,868,Florida
15/04/2024,Suero de leche,998.0,499,Florida
29/12/2024,Cuajada,1315.6,598,California
28/06/2024,Queso gruyere,4972.0,904,Massachusetts
16/11/2024,Suero de leche,1922.0,961,Nueva York
10/12/2024,Queso crema,1010.8,361,Texas
14/11/2024,Queso gouda,4437.0,986,California
28/03/2024,Queso camembert,876.0,146,Texas
30/03/2024,Mantequilla con sal,3016.0,754,Nueva York
22/06/2024,Cuajada,1289.2,586,California
07/03/2024,Queso ricota,2396.0,599,Nueva York
21/09/2024,Kumis,2387.5,955,Texas
10/09/2024,Leche saborizada,908.0,908,Nueva York
25/02/2024,Yogur natural,977.0,977,Texas
10/03/2024,Queso crema,1573.6,562,Massachusetts
01/02/2024,Crema batida,333.75,89,California
31/07/2024,Yogur con frutas,166.8,139,Massachusetts
14/05/2024,Crema batida,183.75,49,Texas
30/07/2024,Leche entera,508.5,678,California
07/09/2024,Queso azul roquefort,4837.5,774,Florida
25/05/2024,Crema agria,1445.0,578,Texas
05/03/2024,Mantequilla clarificada (ghee),1552.5,270,California
24/09/2024,Leche deslactosada,315.35,371,Texas
02/05/2024,Leche saborizada,412.5,275,Massachusetts
18/10/2024,Crema de leche,3006.98,502,Texas
16/09/2024,Yogur natural,2061.5,589,Nueva York
15/08/2024,Yogur con frutas,1166.4,972,Massachusetts
02/03/2024,Queso gouda,976.5,217,Nueva York
01/01/2024,Leche condensada,1035.0,414,Florida
13/05/2024,Suero de leche,1126.0,563,Texas
29/05/2024,Queso crema,1251.6,447,Florida
05/12/2024,Queso edam,2888.0,608,Florida
02/11/2024,Queso crema,2318.4,828,Massachusetts
02/10/2024,Cuajada,974.6,443,California
13/05/2024,Kumis,85.0,34,Nueva York
25/12/2024,Kumis,875.0,350,Florida
21/08/2024,Leche condensada,1615.0,646,Massachusetts
23/10/2024,Queso crema,2144.8,766,Texas
04/12/2024,Queso blanco,760.0,152,Florida
09/10/2024,Leche deslactosada,345.8,266,Florida
25/10/2024,Mantequilla sin sal,197.4,47,Nueva York
09/03/2024,Queso cheddar añejo,625.0,125,Texas
30/09/2024,Helado,3077.0,724,Texas
05/09/2024,Leche descremada,248.4,216,California
10/02/2024,Leche en polvo,363.0,66,California
21/04/2024,Yogur griego,396.0,264,Texas
22/05/2024,Cuajada,1988.8,904,Texas
07/09/2024,Cuajada,470.8,214,California
28/06/2024,Cuajada,435.6,198,Massachusetts
22/05/2024,Leche evaporada,814.2,354,Texas
26/07/2024,Yogur con frutas,1052.4,877,Florida
08/08/2024,Mantequilla clarificada (ghee),4732.25,823,Massachusetts
01/01/2024,Yogur natural,2894.5,827,Florida
23/10/2024,Leche en polvo,132.0,44,California
05/02/2024,Kumis,1577.5,631,California
22/06/2024,Dulce de leche,720.0,240,Nueva York
26/03/2024,Kumis,70.0,28,California
29/02/2024,Mantequilla sin sal,2562.0,610,California
18/01/2024,Queso cheddar añejo,3920.0,784,California
04/04/2024,Queso crema,744.8,266,Texas
25/04/2024,Yogur con frutas,214.8,179,California
24/12/2024,Kumis,630.0,252,Florida
30/06/2024,Leche descremada,202.15,311,California
10/01/2024,Yogur griego,1423.5,949,California
06/10/2024,Mantequilla clarificada (ghee),3823.75,665,Texas
04/09/2024,Mantequilla con sal,2796.0,699,California
25/06/2024,Queso azul roquefort,1837.5,294,Florida
08/11/2024,Helado,3221.5,758,Massachusetts
17/06/2024,Dulce de leche,444.0,148,Texas
25/08/2024,Mantequilla sin sal,3166.8,754,Florida
09/06/2024,Bebidas lácteas,688.0,344,Massachusetts
06/09/2024,Suero de leche,1868.0,934,California
20/07/2024,Cuajada,1628.0,740,Texas
15/07/2024,Queso brie,756.0,126,California
01/12/2024,Leche entera,1011.25,809,California
10/06/2024,Mantequilla clarificada (ghee),2691.0,468,Florida
09/02/2024,Leche en polvo,2940.0,980,Texas
12/05/2024,Leche saborizada,1066.5,711,Massachusetts
30/01/2024,Crema batida,1203.75,321,Nueva York
31/03/2024,Crema batida,1833.75,489,California
25/03/2024,Leche evaporada,25.3,11,California
09/05/2024,Queso crema,2125.2,759,Massachusetts
02/08/2024,Yogur griego,138.0,92,Texas
16/11/2024,Queso crema,1290.8,461,Florida
26/09/2024,Dulce de leche,1347.0,449,Texas
25/09/2024,Leche deslactosada,1290.9,993,Texas
07/04/2024,Helado,1332.0,888,Massachusetts
09/02/2024,Kumis,105.0,42,Texas
05/05/2024,Mantequilla sin sal,3826.2,911,Massachusetts
05/03/2024,Yogur griego,171.0,114,Texas
23/03/2024,Mantequilla con sal,3720.0,930,Nueva York
21/02/2024,Kumis,1220.0,488,Nueva York
06/12/2024,Yogur griego,1228.5,819,Texas
31/05/2024,Leche entera,671.25,895,Florida
01/05/2024,Crema batida,2643.75,705,Nueva York
04/04/2024,Cuajada,473.0,215,Texas
20/10/2024,Queso crema,313.6,112,Nueva York
27/12/2024,Dulce de leche,744.0,248,California
26/05/2024,Leche deslactosada,1043.9,803,Texas
23/04/2024,Crema agria,202.5,81,Texas
07/11/2024,Queso cheddar añejo,1970.0,394,Nueva York
20/07/2024,Leche semidescremada,228.0,190,California
14/10/2024,Queso parmesano,2947.2,614,Florida
29/05/2024,Suero de leche,784.0,392,California
24/11/2024,Mantequilla clarificada (ghee),1115.5,194,California
04/12/2024,Bebidas lácteas,853.2,711,Texas
19/04/2024,Crema de leche,5301.15,885,Massachusetts
19/03/2024,Queso havarti,3585.75,683,Florida
13/08/2024,Crema de leche,4270.87,713,Texas
22/05/2024,Crema agria,2310.0,924,Massachusetts
08/03/2024,Queso para untar,156.8,49,Massachusetts
24/03/2024,Crema de leche,1581.36,264,Massachusetts
06/03/2024,Yogur natural,1242.5,355,Nueva York
08/05/2024,Leche en polvo,2838.0,946,California
03/06/2024,Cuajada,1020.8,464,California
16/01/2024,Queso azul roquefort,3368.75,539,Florida
29/05/2024,Mantequilla con sal,3060.0,765,Florida
17/07/2024,Crema batida,2298.75,613,Nueva York
28/12/2024,Helado,1495.5,997,California
29/06/2024,Cuajada,83.6,38,Texas
01/05/2024,Helado,220.5,147,California
18/12/2024,Leche entera,15.0,12,Texas
10/08/2024,Queso parmesano,2596.8,541,Texas
15/11/2024,Crema agria,802.5,321,Nueva York
19/02/2024,Dulce de leche,1038.0,346,California
20/04/2024,Bebidas lácteas,894.0,745,Texas
01/11/2024,Queso havarti,2913.75,555,Texas
28/08/2024,Queso cheddar añejo,360.0,72,Nueva York
22/05/2024,Suero de leche,616.0,308,Nueva York
01/03/2024,Queso mozzarella,3678.75,981,Texas
18/03/2024,Queso crema,327.6,117,Texas
16/09/2024,Leche semidescremada,321.6,268,Florida
01/10/2024,Crema batida,1278.75,341,California
19/08/2024,Leche en polvo,900.0,300,Massachusetts
08/10/2024,Crema agria,2167.5,867,Florida
07/07/2024,Queso parmesano,460.8,96,California
10/08/2024,Helado,1332.0,888,Massachusetts
12/06/2024,Mantequilla con sal,1500.0,375,California
01/06/2024,Mantequilla clarificada (ghee),4853.0,844,California
17/05/2024,Cuajada,55.0,25,Florida
19/08/2024,Leche en polvo,2469.5,449,Massachusetts
15/04/2024,Yogur griego,1135.5,757,Texas
06/11/2024,Queso crema,977.2,349,Nueva York
05/06/2024,Helado,1458.0,972,Texas
23/07/2024,Yogur natural,672.0,672,Florida
20/04/2024,Kumis,112.5,45,California
02/02/2024,Leche condensada,1997.5,799,Nueva York
11/11/2024,Mantequilla sin sal,3028.2,721,California
17/06/2024,Queso para untar,2668.8,834,Texas
06/04/2024,Queso blanco,400.0,80,California
02/06/2024,Leche saborizada,136.0,136,Texas
27/02/2024,Leche condensada,887.5,355,Massachusetts
26/11/2024,Leche saborizada,1308.0,872,California
27/10/2024,Suero de leche,560.0,280,Texas
12/04/2024,Yogur con frutas,1028.4,857,Massachusetts
31/01/2024,Mantequilla sin sal,1344.0,320,Texas
25/10/2024,Queso azul gorgonzola,1272.0,212,Nueva York
18/11/2024,Queso ricota,1288.0,322,Texas
24/04/2024,Yogur con frutas,301.2,251,Texas
09/08/2024,Leche saborizada,526.5,351,Massachusetts
28/04/2024,Mantequilla con sal,228.0,57,Texas
23/09/2024,Queso parmesano,1473.6,307,Florida
18/01/2024,Queso edam,1961.75,413,Florida
14/01/2024,Kumis,2465.0,986,Nueva York
13/04/2024,Mantequilla sin sal,407.4,97,Florida
24/02/2024,Dulce de leche,2982.0,994,Texas
23/09/2024,Queso gruyere,4339.5,789,Texas
14/04/2024,Queso crema,2489.2,889,Texas
09/12/2024,Crema agria,212.5,85,Texas
23/05/2024,Mantequilla sin sal,2272.2,541,Massachusetts
17/09/2024,Mantequilla clarificada (ghee),166.75,29,Nueva York
19/01/2024,Crema de leche,389.35,65,Nueva York
25/03/2024,Crema batida,3097.5,826,Massachusetts
04/04/2024,Kumis,1417.5,567,Florida
26/12/2024,Kumis,1145.0,458,California
11/07/2024,Mantequilla sin sal,2591.4,617,Massachusetts
14/12/2024,Leche condensada,1725.0,690,Texas
15/08/2024,Queso azul gorgonzola,834.0,139,Massachusetts
08/01/2024,Crema de leche,4522.45,755,California
16/08/2024,Kumis,612.5,245,California
16/04/2024,Suero de leche,1252.0,626,Florida
04/03/2024,Leche entera,387.0,516,Nueva York
19/03/2024,Kumis,2327.5,931,Texas
19/02/2024,Queso crema,2581.6,922,Florida
13/06/2024,Yogur griego,535.5,357,California
08/06/2024,Mantequilla clarificada (ghee),1799.75,313,Nueva York
05/05/2024,Mantequilla con sal,664.0,166,Florida
04/12/2024,Yogur griego,576.0,384,Texas
15/04/2024,Suero de leche,904.0,452,Massachusetts
21/07/2024,Mantequilla con sal,2196.0,549,Texas
02/02/2024,Queso parmesano,960.0,200,Nueva York
07/08/2024,Leche en polvo,2880.0,960,Nueva York
30/06/2024,Mantequilla con sal,3164.0,791,Florida
15/09/2024,Yogur griego,1372.5,915,California
20/03/2024,Queso mozzarella,3011.25,803,Nueva York
26/08/2024,Queso brie,2268.0,378,California
25/08/2024,Mantequilla clarificada (ghee),2254.0,392,Nueva York
05/03/2024,Kumis,1545.0,618,Florida
04/07/2024,Mantequilla con sal,728.0,182,Nueva York
18/02/2024,Cuajada,1045.0,475,California
27/01/2024,Queso gouda,4234.5,941,Florida
11/06/2024,Crema agria,25.0,10,Nueva York
12/01/2024,Queso gouda,1336.5,297,Nueva York
21/07/2024,Crema agria,390.0,156,Texas
15/08/2024,Leche en polvo,2565.0,855,Florida
12/10/2024,Helado,55.5,37,Nueva York
22/11/2024,Crema de leche,2204.32,368,California
08/06/2024,Yogur griego,390.0,260,Texas
10/02/2024,Yogur natural,2299.5,657,Florida
13/04/2024,Crema batida,476.25,127,Florida
06/03/2024,Queso azul gorgonzola,5364.0,894,Texas
07/02/2024,Leche evaporada,1196.0,520,Nueva York
19/09/2024,Cuajada,1691.8,769,Nueva York
05/11/2024,Yogur natural,1522.5,435,Nueva York
21/01/2024,Queso para untar,2265.6,708,California
13/02/2024,Crema agria,497.5,199,Nueva York
08/02/2024,Crema batida,108.75,29,Texas
17/09/2024,Cuajada,1942.6,883,Massachusetts
02/03/2024,Leche descremada,684.25,595,Nueva York
11/08/2024,Leche descremada,829.15,721,Massachusetts
21/08/2024,Queso edam,437.0,92,Nueva York
17/02/2024,Mantequilla con sal,616.0,154,Nueva York
21/07/2024,Mantequilla con sal,2520.0,630,Texas
06/02/2024,Queso crema,652.4,233,Nueva York
05/02/2024,Yogur griego,505.5,337,Texas
15/04/2024,Dulce de leche,1458.0,486,Florida
07/12/2024,Crema agria,2210.0,884,Massachusetts
30/05/2024,Bebidas lácteas,1122.0,935,Texas
12/12/2024,Leche condensada,2225.0,890,Nueva York
06/05/2024,Leche evaporada,782.0,340,California
12/12/2024,Mantequilla con sal,776.0,194,Massachusetts
19/01/2024,Cuajada,1073.6,488,Massachusetts
17/02/2024,Leche deslactosada,696.8,536,Nueva York
04/11/2024,Queso mozzarella,3285.0,876,Florida
23/11/2024,Mantequilla clarificada (ghee),2110.25,367,Massachusetts
17/08/2024,Queso ricota,3288.0,822,Florida
17/09/2024,Mantequilla sin sal,3784.2,901,Nueva York
21/02/2024,Helado,3230.0,760,Florida
21/02/2024,Crema batida,3281.25,875,Massachusetts
05/03/2024,Crema agria,1657.5,663,California
05/05/2024,Crema agria,2107.5,843,Florida
22/12/2024,Leche descremada,876.3,762,Nueva York
15/03/2024,Crema agria,2257.5,903,California
07/09/2024,Yogur con frutas,774.0,645,California
21/06/2024,Mantequilla sin sal,2473.8,589,Massachusetts
14/05/2024,Queso mozzarella,2872.5,766,Massachusetts
13/10/2024,Mantequilla sin sal,1306.2,311,California
13/06/2024,Crema agria,2075.0,830,California
21/02/2024,Mantequilla sin sal,504.0,120,Florida
18/01/2024,Mantequilla clarificada (ghee),3432.75,597,Texas
16/12/2024,Queso gruyere,1089.0,198,Texas
11/03/2024,Queso camembert,1086.0,181,Massachusetts
05/07/2024,Yogur natural,63.0,18,Massachusetts
23/03/2024,Leche entera,537.75,717,Massachusetts
19/02/2024,Queso crema,361.2,129,California
25/01/2024,Crema agria,655.0,262,Nueva York
25/01/2024,Mantequilla con sal,68.0,17,California
15/07/2024,Suero de leche,634.0,317,California
09/12/2024,Suero de leche,1444.0,722,Nueva York
04/10/2024,Yogur griego,1414.5,943,Florida
17/11/2024,Crema batida,420.0,112,Massachusetts
31/01/2024,Queso cheddar añejo,2640.0,528,Florida
20/05/2024,Leche semidescremada,537.6,768,Massachusetts
24/01/2024,Leche descremada,640.9,986,Massachusetts
18/08/2024,Yogur natural,947.0,947,California
25/07/2024,Crema de leche,5588.67,933,California
08/11/2024,Queso brie,3570.0,595,Massachusetts
09/02/2024,Crema de leche,275.54,46,Massachusetts
24/05/2024,Mantequilla sin sal,3217.2,766,California
28/04/2024,Queso parmesano,3364.8,701,Florida
12/10/2024,Cuajada,371.8,169,California
06/02/2024,Queso crema,1909.6,682,Florida
07/02/2024,Mantequilla sin sal,751.8,179,Florida
18/11/2024,Mantequilla clarificada (ghee),931.5,162,Texas
09/07/2024,Helado,126.0,84,Texas
31/08/2024,Mantequilla sin sal,92.4,22,Massachusetts
05/08/2024,Leche entera,301.5,402,California
08/09/2024,Cuajada,2138.4,972,California
14/08/2024,Crema batida,2977.5,794,Massachusetts
11/11/2024,Mantequilla clarificada (ghee),2495.5,434,Texas
01/12/2024,Queso en lonchas,828.4,218,Texas
08/06/2024,Yogur griego,1327.5,885,California
24/12/2024,Suero de leche,1840.0,920,Nueva York
24/03/2024,Kumis,1715.0,686,Florida
15/09/2024,Queso gouda,2398.5,533,Nueva York
20/10/2024,Mantequilla clarificada (ghee),2777.25,483,Nueva York
10/05/2024,Leche entera,1131.25,905,Florida
05/06/2024,Queso crema,705.6,252,Texas
11/05/2024,Queso azul gorgonzola,1350.0,225,California
12/01/2024,Mantequilla sin sal,722.4,172,Nueva York
16/03/2024,Leche deslactosada,33.15,39,California
10/04/2024,Queso ricota,2188.0,547,Nueva York
30/11/2024,Mantequilla clarificada (ghee),2961.25,515,Florida
07/08/2024,Crema de leche,2228.28,372,Florida
28/05/2024,Leche deslactosada,171.7,202,California
30/09/2024,Queso cheddar añejo,1175.0,235,Nueva York
07/09/2024,Mantequilla clarificada (ghee),3496.0,608,Texas
24/09/2024,Mantequilla con sal,3112.0,778,Florida
10/08/2024,Crema batida,3461.25,923,Texas
28/07/2024,Yogur con frutas,1125.6,938,Nueva York
28/04/2024,Bebidas lácteas,316.0,158,California
02/10/2024,Leche deslactosada,560.3,431,Massachusetts
21/04/2024,Mantequilla clarificada (ghee),3208.5,558,Florida
17/08/2024,Leche semidescremada,680.4,972,Florida
26/05/2024,Leche deslactosada,1144.0,880,California
08/03/2024,Kumis,1242.5,497,Florida
29/11/2024,Queso crema,1610.0,575,Massachusetts
26/06/2024,Queso havarti,4305.0,820,Massachusetts
18/08/2024,Queso en lonchas,1713.8,451,Nueva York
28/04/2024,Queso gouda,2304.0,512,Nueva York
10/04/2024,Mantequilla clarificada (ghee),3668.5,638,Nueva York
03/10/2024,Helado,798.0,532,Massachusetts
25/08/2024,Yogur griego,1338.0,892,Texas
16/12/2024,Mantequilla sin sal,3662.4,872,Florida
01/03/2024,Mantequilla sin sal,268.8,64,California
13/01/2024,Mantequilla clarificada (ghee),3070.5,534,Texas
04/06/2024,Mantequilla sin sal,2259.6,538,Texas
16/04/2024,Leche condensada,40.0,16,Massachusetts
03/10/2024,Yogur griego,97.5,65,Florida
16/03/2024,Mantequilla sin sal,869.4,207,Nueva York
26/06/2024,Crema agria,687.5,275,Florida
13/08/2024,Queso edam,3804.75,801,Nueva York
17/10/2024,Crema batida,881.25,235,Nueva York
12/02/2024,Queso para untar,425.6,133,Nueva York
10/12/2024,Queso crema,2128.0,760,California
13/02/2024,Queso crema,722.4,258,Texas
15/09/2024,Mantequilla clarificada (ghee),3996.25,695,Massachusetts
03/12/2024,Crema de leche,1108.15,185,Texas
22/05/2024,Queso crema,1433.6,512,Texas
20/04/2024,Queso mozzarella,3570.0,952,California
12/06/2024,Queso crema,2329.6,832,California
18/11/2024,Queso crema,1310.4,468,California
25/09/2024,Queso parmesano,1003.2,209,Nueva York
28/08/2024,Yogur con frutas,163.2,136,California
24/06/2024,Yogur griego,1143.0,762,Nueva York
14/10/2024,Helado,1134.75,267,Texas
04/11/2024,Yogur con frutas,37.2,31,Massachusetts
12/05/2024,Queso para untar,1996.8,624,California
31/03/2024,Yogur natural,303.0,303,Massachusetts
07/03/2024,Queso crema,2640.4,943,Massachusetts
15/09/2024,Mantequilla clarificada (ghee),4703.5,818,Massachusetts
18/06/2024,Cuajada,140.8,64,Florida
22/01/2024,Yogur con frutas,351.6,293,Massachusetts
23/02/2024,Leche evaporada,1336.3,581,Nueva York
28/12/2024,Crema batida,1335.0,356,Texas
14/09/2024,Queso gouda,1026.0,228,Nueva York
04/05/2024,Mantequilla con sal,2744.0,686,Texas
31/07/2024,Yogur con frutas,300.0,250,California
23/04/2024,Crema batida,165.0,44,Florida
15/02/2024,Mantequilla sin sal,2986.2,711,California
21/09/2024,Bebidas lácteas,1236.0,618,Texas
05/08/2024,Helado,170.0,40,California
04/03/2024,Crema agria,312.5,125,Nueva York
11/07/2024,Yogur griego,117.0,78,California
13/05/2024,Leche evaporada,193.2,84,Massachusetts
13/06/2024,Queso camembert,4122.0,687,California
09/07/2024,Queso havarti,955.5,182,California
24/10/2024,Queso gruyere,2365.0,430,Nueva York
28/06/2024,Queso en lonchas,585.2,154,Florida
17/10/2024,Crema batida,3423.75,913,Texas
02/09/2024,Suero de leche,1340.0,670,California
30/11/2024,Yogur griego,375.0,250,Massachusetts
22/02/2024,Yogur natural,987.0,987,Texas
23/10/2024,Mantequilla con sal,2936.0,734,California
20/02/2024,Leche entera,826.25,661,Texas
30/04/2024,Leche evaporada,740.6,322,California
21/06/2024,Crema batida,2306.25,615,California
18/09/2024,Queso en lonchas,3093.2,814,Texas
27/04/2024,Crema agria,2137.5,855,Florida
05/08/2024,Mantequilla con sal,2260.0,565,Florida
30/12/2024,Helado,106.5,71,Florida
25/06/2024,Crema de leche,5990.0,1000,Florida
01/11/2024,Mantequilla con sal,148.0,37,Texas
07/09/2024,Kumis,640.0,256,Massachusetts
29/11/2024,Yogur griego,244.5,163,Nueva York
20/03/2024,Suero de leche,314.0,157,Nueva York
29/10/2024,Kumis,357.5,143,Texas
16/04/2024,Crema de leche,1791.01,299,Texas
07/12/2024,Mantequilla con sal,1432.0,358,Texas
06/05/2024,Bebidas lácteas,78.0,39,Nueva York
10/10/2024,Mantequilla con sal,108.0,27,California
11/06/2024,Queso crema,324.8,116,Massachusetts
13/03/2024,Mantequilla clarificada (ghee),4398.75,765,California
12/03/2024,Mantequilla clarificada (ghee),3887.0,676,California
07/04/2024,Crema de leche,5756.39,961,Texas
09/11/2024,Queso para untar,3164.8,989,Nueva York
01/07/2024,Mantequilla sin sal,184.8,44,Texas
07/07/2024,Yogur natural,847.0,242,California
19/04/2024,Leche saborizada,966.0,644,Massachusetts
15/03/2024,Dulce de leche,1674.0,558,Texas
27/02/2024,Queso ricota,3004.0,751,Florida
22/09/2024,Queso blanco,820.0,164,California
06/04/2024,Helado,1197.0,798,California
22/03/2024,Queso azul gorgonzola,1962.0,327,Nueva York
16/08/2024,Crema agria,2472.5,989,Massachusetts
11/01/2024,Leche evaporada,409.4,178,Massachusetts
22/12/2024,Cuajada,1023.0,465,Florida
23/02/2024,Mantequilla sin sal,2410.8,574,Florida
05/07/2024,Yogur griego,103.5,69,Nueva York
19/05/2024,Helado,1147.5,270,California
05/06/2024,Yogur con frutas,883.2,736,Nueva York
26/08/2024,Crema batida,2167.5,578,California
11/03/2024,Crema de leche,5786.34,966,Texas
20/02/2024,Mantequilla sin sal,2095.8,499,Texas
07/03/2024,Crema batida,2456.25,655,California
29/06/2024,Crema batida,255.0,68,Massachusetts
19/11/2024,Queso camembert,66.0,11,California
20/01/2024,Crema de leche,89.85,15,California
11/07/2024,Queso edam,4593.25,967,California
17/01/2024,Queso crema,2276.4,813,California
30/03/2024,Cuajada,1058.2,481,Florida
18/01/2024,Bebidas lácteas,340.8,284,Nueva York
28/10/2024,Mantequilla sin sal,424.2,101,Florida
02/10/2024,Queso en lonchas,665.0,175,Florida
19/11/2024,Bebidas lácteas,340.8,284,Florida
16/12/2024,Mantequilla sin sal,2919.0,695,Texas
14/08/2024,Yogur con frutas,555.6,463,California
21/07/2024,Leche entera,67.5,54,Massachusetts
31/10/2024,Queso crema,2377.2,849,Texas
13/05/2024,Queso crema,1699.6,607,Nueva York
24/02/2024,Queso azul gorgonzola,5382.0,897,Florida
10/07/2024,Mantequilla clarificada (ghee),4433.25,771,California
05/04/2024,Cuajada,475.2,216,Florida
18/09/2024,Helado,4250.0,1000,Nueva York
24/03/2024,Crema agria,1562.5,625,California
28/09/2024,Crema agria,1275.0,510,Texas
26/03/2024,Queso crema,1002.4,358,Texas
08/01/2024,Leche en polvo,1587.0,529,Florida
12/02/2024,Dulce de leche,1971.0,657,Nueva York
09/03/2024,Leche descremada,579.6,504,Florida
18/06/2024,Yogur con frutas,613.2,511,California
03/12/2024,Cuajada,1416.8,644,Florida
17/03/2024,Cuajada,369.6,168,California
26/08/2024,Dulce de leche,2931.0,977,California
02/05/2024,Dulce de leche,1815.0,605,Florida
05/07/2024,Queso azul gorgonzola,5556.0,926,Florida
03/01/2024,Suero de leche,1712.0,856,Florida
14/01/2024,Mantequilla clarificada (ghee),2806.0,488,Texas
23/04/2024,Yogur griego,1371.0,914,Florida
10/02/2024,Yogur griego,63.0,42,Massachusetts
14/08/2024,Leche descremada,275.6,424,Texas
29/04/2024,Leche descremada,299.0,460,Texas
13/06/2024,Crema de leche,431.28,72,Florida
27/11/2024,Crema batida,2951.25,787,Florida
19/08/2024,Mantequilla clarificada (ghee),4157.25,723,Florida
23/05/2024,Leche saborizada,131.0,131,Nueva York
17/07/2024,Yogur con frutas,1189.2,991,California
05/03/2024,Mantequilla clarificada (ghee),5117.5,890,Nueva York
25/07/2024,Crema batida,2951.25,787,Massachusetts
25/04/2024,Queso mozzarella,603.75,161,Nueva York
14/01/2024,Crema de leche,5912.13,987,Florida
28/02/2024,Queso crema,2522.8,901,Nueva York
15/08/2024,Leche saborizada,489.0,326,Massachusetts
13/07/2024,Leche deslactosada,619.65,729,California
02/11/2024,Cuajada,926.2,421,Texas
25/07/2024,Queso para untar,2588.8,809,Florida
06/04/2024,Crema agria,2255.0,902,Texas
07/01/2024,Mantequilla clarificada (ghee),4738.0,824,Texas
25/04/2024,Mantequilla clarificada (ghee),1500.75,261,California
26/09/2024,Suero de leche,1156.0,578,Texas
28/06/2024,Crema agria,1610.0,644,Texas
05/07/2024,Leche en polvo,240.0,80,Massachusetts
01/01/2024,Queso ricota,1340.0,335,California
30/10/2024,Queso edam,750.5,158,Nueva York
12/08/2024,Kumis,1670.0,668,Massachusetts
22/12/2024,Mantequilla sin sal,281.4,67,California
18/03/2024,Yogur con frutas,57.6,48,California
07/12/2024,Leche en polvo,975.0,325,Massachusetts
18/02/2024,Helado,667.25,157,Florida
30/05/2024,Queso cheddar añejo,2835.0,567,Florida
07/05/2024,Leche saborizada,538.5,359,Nueva York
13/10/2024,Yogur griego,1438.5,959,Texas
06/11/2024,Yogur con frutas,805.2,671,California
20/10/2024,Mantequilla sin sal,3158.4,752,Florida
29/05/2024,Leche entera,3020.5,863,Massachusetts
16/03/2024,Dulce de leche,2733.0,911,Nueva York
13/04/2024,Mantequilla clarificada (ghee),4899.0,852,Florida
03/10/2024,Suero de leche,44.0,22,Nueva York
21/02/2024,Mantequilla sin sal,319.2,76,Nueva York
22/07/2024,Cuajada,2028.4,922,Florida
22/08/2024,Mantequilla con sal,2672.0,668,California
12/02/2024,Yogur griego,709.5,473,California
30/12/2024,Kumis,2060.0,824,Texas
05/01/2024,Queso parmesano,408.0,85,Nueva York
10/11/2024,Crema agria,2317.5,927,Texas
18/09/2024,Crema agria,2325.0,930,California
25/05/2024,Yogur con frutas,856.8,714,Massachusetts
04/04/2024,Crema batida,3022.5,806,California
07/07/2024,Yogur griego,442.5,295,Massachusetts
18/11/2024,Helado,1455.0,970,Florida
28/07/2024,Kumis,387.5,155,Florida
09/01/2024,Mantequilla sin sal,2469.6,588,Nueva York
27/01/2024,Queso parmesano,3360.0,700,Nueva York
08/03/2024,Leche deslactosada,679.9,523,Texas
03/11/2024,Crema batida,3735.0,996,California
26/10/2024,Cuajada,411.4,187,Nueva York
15/07/2024,Leche saborizada,545.0,545,Massachusetts
06/01/2024,Queso azul roquefort,3993.75,639,Massachusetts
12/08/2024,Queso blanco,1915.0,383,Massachusetts
13/06/2024,Queso azul roquefort,5662.5,906,Massachusetts
29/09/2024,Yogur natural,613.0,613,Massachusetts
27/07/2024,Leche saborizada,909.0,606,California
04/01/2024,Yogur con frutas,484.8,404,Texas
18/10/2024,Mantequilla clarificada (ghee),80.5,14,Massachusetts
02/06/2024,Queso havarti,2835.0,540,Nueva York
06/12/2024,Kumis,2360.0,944,California
30/10/2024,Leche saborizada,831.0,554,Massachusetts
19/06/2024,Yogur natural,554.0,554,Nueva York
25/06/2024,Queso crema,1736.0,620,Texas
22/08/2024,Crema agria,1682.5,673,Nueva York
16/03/2024,Yogur natural,637.0,182,California
29/04/2024,Mantequilla sin sal,1213.8,289,Nueva York
23/10/2024,Leche condensada,767.5,307,Massachusetts
06/05/2024,Queso gruyere,3839.0,698,Texas
25/01/2024,Crema batida,1683.75,449,Massachusetts
15/10/2024,Leche en polvo,1746.0,582,California
07/04/2024,Mantequilla con sal,2584.0,646,California
24/02/2024,Mantequilla con sal,2148.0,537,Massachusetts
17/09/2024,Crema agria,1997.5,799,Massachusetts
19/05/2024,Queso camembert,3846.0,641,California
14/08/2024,Suero de leche,1384.0,692,Nueva York
18/01/2024,Leche semidescremada,67.2,56,Texas
13/11/2024,Yogur griego,22.5,15,Nueva York
